id,region,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes,address,village,network_obs,network_rate_preintensive,network_rate_presession,network_rate_pretakeup,network_rate_presimple,knowledge_network,friend1,friend2,friend3,friend4,friend5,network_onlyone,network_onlytwo,network_twomore,network_yes,network_twoside,secondnet_obs,network_second,mean_allnetindegree,mean_1steduc_indegree,mean_allnetpath_out_ind,mean_1steduc_path_out_ind,mean_allnetpath_in_ind,mean_1steduc_path_in_ind,mean_allneteigenvector,mean_1steduc_eigenvector,eigenvector,indegree,path_in_ind,path_out_ind
1116239,1,0,43,4,1,70,9,30,1,1,20,1,1,1,1,0,1,0,0,.80000001,9,.39999998,1,0,,1,41,11,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,.01196717,4,0,2.4763994
1116240,1,0,41,4,1,70,15,,0,0,50,1,1,1,0,0,0,0,1,0,5,.40000001,1,0,,,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116243,1,0,52,6,1,40,21.8,10,1,1,40,1,1,1,1,1,0,1,0,.60000002,9,0,1,0,,1,41,11,5,0,.40000001,1,.40000001,.1,0,0,0,0,1,0,0,0,0,0,21,.14285715,3,0,3.06528,0,1.8848734,0,.031877331,0,.02426694,1,0,3.6666667
1116244,1,1,38,6,0,60,20,,0,0,30,1,1,1,0,0,0,0,1,0,5,0,0,0,0,0,41,11,5,.40000001,.40000001,.5,0,.60000002,0,0,0,0,1,0,1,1,1,.2,9,.44444445,1,2,1.9416667,0,2.4102564,4.8205128,.069246523,.011428814,.03354504,4,4.1282053,0
1116246,1,1,67,8,0,40,10,40,0,0,70,1,1,1,0,1,0,0,1,.60000002,5,.19999999,0,0,0,1,41,11,5,.2,.60000002,.33333334,.40000004,0,0,0,0,0,1,1,0,0,1,0,9,.11111111,3,0,2.2166667,0,2.0641026,0,.034803353,0,.011428814,2,4.8205128,0
1116253,1,0,55,5,0,100,30,30,0,0,30,1,1,1,1,1,0,0,1,.80000001,9,.39999998,0,0,,1,41,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,5,.80000001,2,0,0,0,4.4102564,0,.01077152,0,.010211951,1,0,0
1116257,1,0,47,6,3,100,16,50,1,0,20,0,1,1,1,1,1,0,0,.60000002,9,0,1,1,,1,41,11,5,.2,.2,0,0,1,0,0,0,0,1,1,0,0,1,0,10,.5,.5,1,1.9416667,0,1.5201316,3.0402632,.15541196,.18375967,.052383758,2,1.8586617,4.3333335
1116259,1,0,76,9,0,,2,,1,1,0,1,1,1,1,1,0,0,1,.80000001,9,0,0,0,,0,41,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,15,.2,3,0,2.727778,0,0,0,.068181679,0,.029171037,2.2702703,1.8586617,4.0163937
1116260,1,1,59,2,0,30,5,,1,1,15,1,1,1,1,1,0,0,1,.40000001,9,0,0,0,,0,41,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,13,.23076923,2.6666667,0,2.119911,0,0,0,.05708405,0,.027022418,1,3.5897436,4.3499999
1116262,1,0,51,5,,100,10,,0,0,50,0,1,1,0,0,0,0,1,0,5,0,,0,0,0,41,11,5,0,.40000001,.5,.40000001,.1,0,0,0,0,1,0,0,0,0,0,13,.38461539,2.6666667,0,2.4444444,0,2.8119659,0,.080870546,0,.040235065,1,2.1282051,4.0166669
1116265,1,0,55,2,1,100,38,20,1,0,40,0,1,1,1,0,0,0,1,1,9,0,1,0,,1,41,11,5,.80000001,.80000001,,0,1,0,0,0,0,1,0,0,1,1,.2,8,.375,1,1,1.8333334,0,0,0,.012901573,.0015362049,.01077152,2,4.4102564,0
1116267,1,0,40,4,1,30,8,,0,0,0,1,1,1,1,1,0,0,1,.40000001,9,0,1,0,,0,43,11,5,.2,.60000002,.66666669,.40000004,.13333334,0,0,0,0,1,1,0,0,1,.2,13,.15384616,2.5,3,0,0,2.3518517,2.5185184,.14725181,.068000466,.11911014,4,2.7777777,0
1116268,1,1,54,2,1,20,1.5,40,1,0,20,1,1,1,1,1,0,1,0,.2,9,.39999998,1,0,,1,43,11,5,0,.40000001,1,.40000001,.2,0,0,0,0,1,0,0,0,0,0,15,.06666667,3,0,0,0,2.7925925,0,.17209503,0,.14205158,2,4.2222223,0
1116269,1,0,25,4,2,60,3,,0,0,50,1,1,1,1,0,1,0,0,.40000001,9,.39999998,1,1,,0,43,11,2,0,.5,1,.5,0,0,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3.4074073,0,.16691437,0,.081549428,4,3.3333333,0
1116270,1,1,51,3,2,100,5,20,0,1,40,1,1,1,0,0,0,0,1,0,5,0,1,1,0,1,43,11,5,0,.60000002,1,.60000002,.33333334,0,0,0,0,1,0,0,0,0,0,14,.14285715,3.5,0,0,0,2.4722223,0,.19886595,0,.19177715,4,2.5925925,0
1116272,1,0,70,9,0,90,9,,0,0,50,1,1,1,1,1,0,0,1,1,9,0,0,0,,0,43,11,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,21,0,3.4000001,0,1.6800001,0,2.3037038,0,.081419513,0,.060290348,3.7916667,2.8441358,3.2352941
1116274,1,1,79,6,1,100,15,30,0,1,20,1,1,1,0,1,0,0,1,.40000001,5,0,1,0,0,1,43,11,5,0,.60000002,1,.60000002,.40000001,0,0,0,0,1,0,0,0,0,0,17,0,5.1999998,0,0,0,2.6518519,0,.16677639,0,.19523163,2,3.1111112,0
1116275,1,1,70,6,0,60,10,20,0,0,30,1,1,1,0,0,0,0,1,.2,5,0,0,0,0,1,43,11,5,0,.80000001,1,.80000001,.5,0,0,0,0,1,0,0,0,0,0,18,.11111111,4.8000002,0,0,0,2.3851852,0,.16937807,0,.22008926,5,2.6666667,0
1116277,1,0,58,6,1,30,5,,0,1,0,1,1,1,1,1,0,0,1,.40000001,9,0,1,0,,0,43,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,5,.2,4,0,0,0,2.7777777,0,.11911014,0,.073206604,3,3,0
1116278,1,0,45,4,2,70,6,40,0,0,50,1,1,1,1,1,0,1,0,.2,9,.60000002,1,1,,1,43,11,5,0,.2,1,.2,.40000001,0,0,0,0,1,0,0,0,0,0,18,.22222222,4,0,0,0,3.0074074,0,.23410271,0,.21814512,3,3.4814816,0
1116279,1,1,65,6,0,40,3,40,1,1,40,1,1,1,1,1,0,0,1,.2,9,0,0,0,,1,43,11,5,0,.40000001,1,.40000001,.40000001,0,0,0,0,1,0,0,0,0,0,19,.31578946,5,0,0,0,2.8296297,0,.12400635,0,.15652579,1,1,0
1116280,1,0,70,6,0,30,10,,0,0,0,1,1,1,1,1,1,0,0,.40000001,9,.19999999,0,0,,0,43,11,5,0,.2,1,.2,.60000002,0,0,0,0,1,0,0,0,0,0,14,.21428572,6.25,0,0,0,2.8333335,0,.25756505,0,.25984472,6,2.8888888,0
1116281,1,1,60,7,1,50,15,20,1,1,20,1,1,1,0,0,0,0,1,.60000002,5,0,1,0,0,1,43,11,5,0,.60000002,1,.60000002,.40000001,0,0,0,0,1,0,0,0,0,0,18,.22222222,4.8000002,0,0,0,2.437037,0,.17066526,0,.30051634,7,2.4814816,0
1116282,1,1,47,5,1,100,12,,0,0,30,1,1,1,0,0,0,0,1,.2,5,0,1,0,0,0,43,11,5,0,.80000001,1,.80000001,.45000002,0,0,0,0,1,0,0,0,0,0,11,.090909094,6.5,0,0,0,2.4537039,0,.18596993,0,.24074696,4,2.5555556,0
1116284,1,0,61,7,1,50,10,20,1,1,20,1,1,1,1,0,0,0,1,.80000001,9,0,1,0,,1,43,11,5,.60000002,.60000002,1,0,.5,0,0,0,0,1,0,0,1,1,0,9,0,4,0,0,0,3.0185184,0,.18493041,0,.20291345,6,2.925926,0
1116285,1,1,58,9,0,100,4,30,0,0,50,1,1,1,0,1,0,0,1,.60000002,5,0,0,0,0,1,43,11,5,.2,.40000001,1,.2,.5,0,0,0,0,1,1,0,0,1,0,14,.21428572,5.75,2,0,0,2.7314816,3.1111112,.24679582,.19523163,.14619988,3.7916667,2.8441358,0
1116287,1,1,42,4,1,60,17,20,1,1,40,1,1,1,0,0,0,0,1,.60000002,5,0,1,0,0,1,43,11,5,0,.40000001,1,.40000001,.40000001,0,0,0,0,1,0,0,0,0,0,14,.14285715,5.4000001,0,0,0,2.7629631,0,.24587698,0,0,8,2.4444444,0
1116288,1,1,59,6,2,70,10,50,0,0,50,1,1,1,1,0,0,1,0,.60000002,9,0,1,1,,1,43,11,5,0,.60000002,1,.60000002,.53333336,0,0,0,0,1,0,0,0,0,0,16,.25,6.5999999,0,0,0,2.5925927,0,.19730973,0,.28852186,8,2.4074075,0
1116289,1,0,67,13,0,80,5,,0,0,20,1,1,1,1,0,0,0,1,.80000001,9,0,0,0,,0,43,11,5,.60000002,.60000002,,0,1,0,0,0,0,1,0,0,1,1,0,9,.33333334,3,0,0,0,3,0,.073206604,0,.094821945,3,2.8888888,0
1116292,1,0,63,6,1,50,11,20,0,0,30,1,1,1,1,0,0,0,1,.2,9,0,1,0,,1,43,11,5,0,.2,1,.2,.40000001,0,0,0,0,1,0,0,0,0,0,10,.40000001,1.5,0,0,0,2.3333333,0,.17235762,0,.1100161,2,3.1481481,0
1116297,1,1,54,3,1,100,15,,0,0,20,1,1,1,0,0,0,0,1,.40000001,5,0,1,0,0,0,43,11,5,.2,.80000001,1,.60000002,.35000002,0,0,0,0,1,1,0,0,1,.2,12,0,5.4000001,2,0,0,2.637037,3.1111112,.18891793,.19523163,.22327414,6,2.2222223,0
1116298,1,0,59,6,1,90,9,20,0,0,20,1,1,1,0,1,0,0,1,0,5,0,1,0,0,1,43,11,5,0,.2,1,.2,.40000001,0,0,0,0,1,0,0,0,0,0,5,.2,6,0,0,0,2.2222223,0,.22327414,0,.033066459,3.7916667,2.8441358,0
1116299,1,1,39,4,3,80,18,,1,1,40,1,1,1,1,1,0,0,1,.60000002,9,.60000002,1,1,,,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116306,1,0,45,4,0,70,17,30,1,0,50,1,1,1,0,1,0,0,1,0,5,0,0,0,1,1,43,11,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,9,.11111111,2.5,1,0,0,1.3888888,0,.064964488,.010818845,.068000466,3,2.5185184,0
1116308,1,1,61,5,1,60,7,10,0,1,20,1,1,1,0,0,0,0,1,.40000001,5,0,1,0,0,1,43,11,5,.2,.2,0,0,0,0,0,0,0,1,1,0,0,1,0,7,.2857143,3,3,0,0,2.5185184,2.5185184,.073668398,.068000466,.24989328,0,1.7777778,0
1116309,1,0,50,6,2,100,30,,0,1,0,1,1,1,1,1,1,0,0,1,9,.19999999,1,1,,1,43,11,5,0,.2,1,.2,.60000002,0,0,0,0,1,0,0,0,0,0,16,.1875,5.1999998,0,0,0,3.0592592,0,.24394563,0,.19087644,2,4.4074073,0
1116310,1,0,63,7,0,30,8,,0,1,0,1,1,1,1,1,1,0,0,.2,9,.19999999,0,0,,0,43,11,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,10,.2,2.3333333,3,0,0,2.3580246,2.5185184,.14566796,.068000466,.07933633,3,2.5185184,0
1116311,1,1,48,2,1,70,15,,0,0,50,1,1,1,1,0,0,0,1,1,9,.2,1,0,,,43,11,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,11,0,5,0,0,0,3.1358025,0,.24832517,0,.16041277,1,3.3703704,0
1116313,1,1,70,6,2,70,12,,1,1,40,1,1,1,1,0,0,1,0,.60000002,9,.60000002,1,1,,,43,11,5,0,.2,0,.2,,0,0,0,0,1,0,0,0,0,0,15,.06666667,3.5,0,0,0,2.5370371,0,.16660888,0,.098697826,3.7916667,2.8441358,0
1116315,1,1,40,4,2,80,10,,0,0,10,1,1,1,1,0,0,0,1,.60000002,9,.19999999,1,1,,0,43,11,5,0,.60000002,1,.60000002,.33333334,0,0,0,0,1,0,0,0,0,0,17,.05882353,4.5,0,0,0,2.425926,0,.17537878,0,.23830852,4,3.5185184,0
1116318,1,0,36,4,2,80,18,,1,1,20,1,1,1,0,1,0,0,1,,5,.80000001,1,1,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116319,1,0,37,4,1,70,15,,0,0,30,1,1,1,0,1,0,0,1,,5,.2,1,0,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116320,1,1,60,10,1,70,10,,1,1,20,1,1,1,1,0,0,0,1,.80000001,7,0,1,0,,0,44,11,5,.60000002,.60000002,,0,1,0,0,0,0,1,0,0,1,1,.2,13,.30769232,3,0,1.85,0,0,0,.0057940772,0,.002812396,2,0,4.4000001
1116323,1,0,71,6,0,100,3,,1,0,50,1,1,1,1,1,0,1,0,0,7,0,0,0,,0,44,11,5,.2,.60000002,.33333334,.40000004,.33333334,0,0,0,0,1,1,0,0,1,0,20,.15000001,3.75,3,2.3249998,0,1.1018518,0,.00848852,.0060677468,.016602732,5,0,4.04
1116324,1,0,56,8,1,35,11,,1,1,40,1,1,1,1,1,1,0,0,.60000002,7,0,1,0,,0,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.1,3.5,0,2.02,0,2.2037036,0,.10373959,0,.033351507,1,0,3.54
1116326,1,1,56,6,0,20,8,50,1,0,50,0,0,1,1,1,0,0,1,1,7,0,0,0,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,12,.083333336,2.6666667,0,2.3599999,0,0,0,.015331627,0,.0082992548,3,0,3.7
1116328,1,1,75,14,1,30,4,,1,1,20,1,1,1,1,0,0,0,1,.80000001,7,.80000001,1,0,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116330,1,0,63,7,1,,3,,0,0,30,1,1,1,0,1,0,0,1,.80000001,5,0,1,0,,0,44,11,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,.2,10,0,2.3333333,1,1.5,0,2.1557455,0,.013296309,.010818845,.005051685,4,0,0
1116331,1,1,74,6,1,100,2.5,,1,0,40,0,1,1,1,0,0,1,0,0,7,0,1,0,,0,44,11,5,.40000001,.40000001,0,0,.80000001,0,0,0,0,1,0,1,1,1,0,9,.11111111,5,4,0,0,0,0,.0066989027,.005051685,.0019841639,2.5714285,0,0
1116332,1,1,65,14,2,90,9,50,0,0,50,1,1,1,1,0,0,0,1,.60000002,7,0,1,1,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,14,.14285715,2.6666667,0,1.3466667,0,1.1234568,0,.0076344544,0,.0083461208,6,0,0
1116333,1,0,52,6,0,40,7,30,1,0,10,1,1,1,1,1,0,1,0,.2,7,.19999999,0,0,,1,44,11,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,5,.2,4,4,0,0,0,0,.005051685,.005051685,.0025882081,2,0,0
1116334,1,0,61,4,0,100,8,40,0,0,50,1,1,1,0,0,0,0,1,.2,5,.39999998,0,0,0,1,44,11,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,14,.071428575,4.3333335,0,1.4,0,0,0,.009532107,0,.0066939001,2,4.4074073,4.0999999
1116335,1,0,71,5,0,100,2,,1,0,20,0,1,1,1,1,0,0,1,0,7,0,0,0,,,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,12,.25,2.3333333,0,3.6933334,0,0,0,.015607059,0,.006934118,2,0,3.72
1116336,1,0,28,5,2,40,8,,0,0,30,1,1,1,1,0,0,0,1,.60000002,7,1,1,1,,0,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,13,.07692308,2,0,2.5733333,0,1.3456789,0,.0091798985,0,.0040785698,2.5714285,4.4074073,4
1116338,1,0,45,5,2,,10,,0,1,20,1,1,1,1,0,0,0,1,1,7,0,1,1,,0,44,11,5,.2,.40000001,.5,.2,.40000001,0,0,0,0,1,1,0,0,1,.2,17,.11764706,4.25,3,3.0349998,0,1.1018518,0,.011257417,.0060677468,.011966525,2,4.4074073,4.02
1116340,1,1,46,4,1,80,28,50,1,0,50,1,1,1,0,1,0,0,1,.80000001,5,0,1,0,0,1,44,11,5,.40000001,.40000001,.5,0,1,0,0,0,0,1,0,1,1,1,.2,12,0,2,1,2.6199999,0,4.4074073,4.4074073,.0081227999,.000898592,.0060677468,3,0,0
1116342,1,1,61,3,0,,3.5,,1,1,40,1,1,1,1,1,0,0,1,.2,7,0,0,0,,0,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,18,.055555556,4.75,0,3.0149999,0,1.0092592,0,.012061007,0,.011503284,3,4.4074073,3.8399999
1116344,1,1,60,8,2,30,4,30,0,0,50,1,1,1,0,0,0,0,1,.2,5,.39999998,1,1,0,1,44,11,5,.2,.80000001,0,.60000002,.25,0,0,0,0,1,1,0,0,1,0,16,.125,3.75,4,2.3,0,1.1018518,0,.0070673842,.005051685,.0041866428,1,0,0
1116350,1,0,46,5,2,30,16,,1,0,10,1,1,1,1,0,0,1,0,.60000002,7,.39999998,1,1,,1,44,11,5,.2,.2,1,0,.60000002,0,0,0,0,1,1,0,0,1,0,13,.15384616,1.6666666,1,1.34,0,2.9382715,0,.070081592,.0074017998,.035771862,3,0,3.3599999
1116352,1,0,52,4,1,70,10,10,0,1,30,1,1,1,1,0,1,0,0,.40000001,7,0,1,0,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,9,.11111111,3,0,3.9299998,0,1.2592592,0,.025152139,0,.016063558,6,0,4.1999998
1116353,1,0,50,6,2,100,12,,1,1,20,1,1,1,0,0,0,0,1,0,5,0,1,1,0,0,44,11,5,0,.40000001,.5,.40000001,.1,0,0,0,0,1,0,0,0,0,0,16,.0625,3.75,0,2.51,0,1.1018518,0,.0087857191,0,.011395077,5,0,4.0999999
1116356,1,1,71,4,0,40,5,,0,0,50,1,1,1,1,0,1,0,0,.80000001,7,0,0,0,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116357,1,1,50,8,1,70,13,14,0,1,40,1,1,1,0,1,0,0,1,.60000002,5,0,1,0,0,1,44,11,5,.2,.40000001,0,.2,0,0,0,0,0,1,1,0,0,1,0,10,.30000001,3.5,0,4.25,0,0,0,.0071037365,0,.0074017998,1,0,0
1116359,1,0,41,4,1,60,18,,0,0,50,1,1,1,0,0,0,0,1,0,5,0,1,0,0,0,44,11,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,,,2,0,1,0,0,0,.0024471609,0,.0051288749,4,0,1
1116361,1,0,35,4,2,80,18,,1,1,20,1,1,1,0,1,0,0,1,,5,.80000001,1,1,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116363,1,1,46,5,2,70,7,30,0,0,30,1,1,1,1,0,0,0,1,.2,7,1,1,1,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.1,3,0,3.79,0,0,0,.02497712,0,.01771987,2,0,3.9000001
1116364,1,0,39,5,1,100,38,30,1,1,20,1,1,1,0,0,0,0,1,.60000002,5,.39999998,1,0,0,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,0,2.5,0,4.1999998,0,1.2592592,0,.016126145,0,.0053263102,1,0,4.46
1116365,1,0,62,10,1,100,2,,0,0,50,1,1,1,0,1,0,0,1,.80000001,5,0,1,0,0,0,44,11,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,.2,4,0,4,4,0,0,0,0,.005051685,.005051685,.010818845,1,0,0
1116368,1,1,42,5,1,80,18,,1,1,40,1,1,1,1,1,1,0,0,.80000001,7,.60000002,1,0,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116369,1,0,59,3,2,20,3,50,0,0,50,1,1,1,1,1,0,1,0,0,7,0,1,1,,1,44,11,5,0,.40000001,0,.40000001,.30000001,0,0,0,0,1,0,0,0,0,0,10,0,3,0,4.2799997,0,0,0,.0083606932,0,.0037124229,1,3.3703704,0
1116371,1,1,46,4,2,60,4,30,1,0,20,1,1,1,0,0,0,0,1,.2,5,.80000001,1,1,0,1,44,11,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,.25,4,0,1,0,0,0,.0051288749,0,.0024471609,2,0,1
1116373,1,1,53,6,3,60,10,,0,0,30,1,1,1,1,1,0,0,1,.80000001,7,0,1,1,,,44,11,5,.40000001,.40000001,,0,.5,0,0,0,0,1,0,1,1,1,0,13,0,3.6666667,0,1.24,0,0,0,.0061897128,0,.0027500601,1,0,4.02
1116374,1,1,54,10,2,25,15,40,1,1,20,1,1,1,1,1,0,0,1,.40000001,7,.60000002,1,1,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,9,.33333334,4,0,2.2,0,0,0,.0055792583,0,.0032889,3,0,0
1116378,1,1,45,5,1,70,13,30,0,0,50,1,1,1,0,1,0,0,1,1,5,0,1,0,0,1,44,11,5,.2,.2,1,0,.80000001,0,0,0,0,1,1,0,0,1,.2,4,.25,3,3,0,0,0,0,.0060677468,.0060677468,.000898592,1,4.4074073,0
1116379,1,1,35,10,2,80,18,,1,1,40,1,1,1,1,1,0,0,1,.60000002,7,.60000002,1,1,,,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116380,1,1,64,16,1,90,18,,0,0,49,1,1,1,1,0,0,0,1,.60000002,7,0,1,0,,1,44,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,15,.06666667,4.6666665,0,2.5799999,0,0,0,.011082702,0,.0072316178,2,4.0370369,3.8199999
1116384,1,0,45,1,1,30,1,,0,1,20,1,1,1,1,0,1,0,0,.2,7,0,1,0,,,44,11,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,9,0,5.5,0,4.1499996,0,0,0,.013729317,0,.014532417,3,2.5185184,4.5
1116389,1,0,31,9,1,100,30,30,0,0,30,1,1,0,1,1,0,1,0,.60000002,9,0,1,0,,1,46,11,5,.2,.2,1,0,.2,0,0,0,0,1,1,0,0,1,0,17,.17647059,5.25,6,4.171875,4.296875,1.9166666,2.3636363,.22656332,.29260761,.26125517,8,0,4.375
1116390,1,1,73,4,2,100,4,50,1,0,20,1,1,0,0,0,0,0,1,1,5,.60000002,1,1,0,1,46,11,5,.2,.80000001,.5,.60000002,.050000001,0,0,0,0,1,1,0,0,1,0,12,.25,5.25,5,0,0,2.4166665,2.2727273,.19405013,.23678783,.2538819,0,2.2121212,0
1116391,1,0,46,4,1,30,5,,1,1,50,1,1,0,1,1,0,0,1,.60000002,9,0,1,0,,0,46,11,5,0,.2,1,.2,1,0,0,0,0,1,0,0,0,0,0,17,.23529412,3.4000001,0,0,0,3.2008417,0,.13919817,0,.10088614,3,2.060606,4.1875
1116396,1,1,70,7,1,100,40,40,1,0,40,1,1,0,0,0,0,0,1,.2,5,1,1,0,0,1,46,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,.01899958,1,3.3333333,2.5063772
1116400,1,1,74,6,0,100,8,50,0,0,50,1,1,0,0,0,0,0,1,0,5,0,0,0,0,1,46,11,5,.60000002,.80000001,1,.19999999,.60000002,0,0,0,0,1,0,0,1,1,0,14,.21428572,3,4,2.15625,2.875,2.7727273,2.9595959,.22710955,.21818544,.24869552,6,0,0
1116401,1,0,73,7,0,100,6.3,30,1,1,30,1,1,0,0,1,0,0,1,.2,5,.39999998,0,0,0,1,46,11,5,.40000001,.40000001,1,0,.40000001,0,0,0,0,1,0,1,1,1,0,10,.2,4.6666665,5,4.1197915,4.3125,3.121212,2.8181818,.25566068,.24936977,.23678783,5,2.2727273,0
1116402,1,0,39,7,2,60,20,,0,0,30,0,1,0,1,0,0,0,1,.60000002,9,0,1,1,,1,46,11,5,0,.40000001,1,.40000001,.1,0,0,0,0,1,0,0,0,0,0,16,0,4,0,1.9804688,0,2.7677557,0,.15629391,0,.088154338,3.375,2.3030303,3.9230769
1116404,1,0,60,7,1,90,12,50,0,0,20,1,1,0,0,1,0,0,1,0,5,0,1,0,0,1,46,11,5,.60000002,.80000001,.5,.19999999,.050000001,0,0,0,0,1,0,0,1,1,.2,18,.27777779,4,3,2.08125,2.3541667,2.3878787,2.8787878,.18805507,.19350316,.17040987,2,2.7376895,3.53125
1116405,1,1,79,8,0,100,5,30,0,0,50,1,1,0,0,1,0,0,1,.60000002,5,0,0,0,1,1,46,11,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.1,4.5,0,3.734375,0,3.3333335,0,.23781675,0,.20613194,4,3.2727273,4.328125
1116408,1,1,39,7,1,60,10,50,0,0,35,1,1,0,0,0,0,0,1,.2,5,0,1,0,0,1,46,11,5,0,.40000001,1,.40000001,.60000002,0,0,0,0,1,0,0,0,0,0,13,.23076923,4,0,2.1132813,0,1.8586648,0,.22577608,0,.19572775,5,2.4848485,0
1116409,1,0,63,8,1,30,4,30,0,0,50,1,1,0,1,1,0,1,0,.60000002,9,0,1,0,,1,46,11,5,.2,.60000002,.66666669,.40000004,.53333336,0,0,0,0,1,1,0,0,1,0,22,.13636364,3.5999999,4,2.471875,4.328125,2.3575757,3.2727273,.18892457,.20613194,.20812784,5,2.4848485,4.078125
1116410,1,1,53,3,2,70,3.9,30,0,0,30,1,1,0,0,1,0,0,1,.2,5,.39999998,1,1,0,1,46,11,5,.2,.2,1,0,.60000002,0,0,0,0,1,1,0,0,1,0,13,.07692308,4.3333335,4,3.9322917,4.328125,3.3131313,3.2727273,.22725515,.20613194,.29260761,6,2.3636363,4.296875
1116411,1,0,73,10,0,100,6,13,1,1,30,1,1,0,1,1,0,0,1,1,9,0,0,0,,1,46,11,5,.2,.2,0,0,0,0,0,0,0,1,1,0,0,1,0,16,.25,3,2,2.9960938,3.5,2.878788,3.121212,.12356764,.16100593,.069695778,1,2.2424242,3.65625
1116415,1,1,62,8,0,100,30,50,1,0,20,1,1,0,0,0,0,0,1,0,5,0,0,0,0,1,46,11,5,0,.40000001,.5,.40000001,.5,0,0,0,0,1,0,0,0,0,0,8,.125,2.5,0,0,0,3.1363635,0,.20376997,0,.13705912,5,3.3333333,0
1116416,1,0,42,5,2,55,7,,1,1,50,1,1,0,1,0,0,0,1,.2,9,.39999998,1,1,,0,46,11,5,0,.2,1,.2,.40000001,0,0,0,0,1,0,0,0,0,0,10,.1,3,0,3.9453125,0,1.3636364,0,.048246183,0,.047999859,3,2.4848485,3.734375
1116417,1,0,38,5,1,30,6.5,,0,1,50,1,1,0,1,1,0,0,1,.60000002,9,1,1,0,,0,46,11,5,0,.2,1,.2,1,0,0,0,0,1,0,0,0,0,0,18,.27777779,4.25,0,1.09375,0,2.2087543,0,.19895902,0,.12717819,4,3.3636363,0
1116418,1,0,60,11,1,100,12,30,0,0,30,1,1,0,1,0,0,1,0,.2,9,0,1,0,,1,46,11,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,14,0,3.5,0,.93359375,0,3.1086648,0,.14279313,0,.13910314,2,3.030303,4.3125
1116420,1,1,48,4,2,40,4,,1,1,0,1,1,0,0,1,0,0,1,.60000002,5,0,1,1,0,0,46,11,5,.2,.40000001,.5,.2,.1,0,0,0,0,1,1,0,0,1,0,15,.06666667,5,6,2.09375,4.296875,3.0681818,2.3636363,.19539292,.29260761,.15581678,2,3.2424242,0
