id,region,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes,address,village,network_obs,network_rate_preintensive,network_rate_presession,network_rate_pretakeup,network_rate_presimple,knowledge_network,friend1,friend2,friend3,friend4,friend5,network_onlyone,network_onlytwo,network_twomore,network_yes,network_twoside,secondnet_obs,network_second,mean_allnetindegree,mean_1steduc_indegree,mean_allnetpath_out_ind,mean_1steduc_path_out_ind,mean_allnetpath_in_ind,mean_1steduc_path_in_ind,mean_allneteigenvector,mean_1steduc_eigenvector,eigenvector,indegree,path_in_ind,path_out_ind
11123512,1,1,74,1,0,40,5,,1,0,50,1,1,1,1,0,0,0,1,1,23,.2,0,0,,,93,19,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,9,.11111111,0,0,2.7962964,0,1.8166666,0,.21942607,0,.061777893,1,0,2.925926
11123513,1,0,36,4,1,100,23,40,0,1,40,1,1,1,1,1,0,0,1,.2,23,0,1,0,,1,93,19,5,.2,.40000001,.5,.2,.40000001,0,0,0,0,1,1,0,0,1,0,16,.25,.75,0,2.5370371,2.7407408,1.975,1.8666667,.16948056,.27862602,.19256143,4,2.4333334,2.3703704
11123515,1,0,46,4,2,100,15,15,0,0,50,1,1,1,1,1,0,0,1,1,23,0,1,1,,1,93,19,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,8,.25,2.5,0,2.925926,0,2.05,0,.17276812,0,.1119305,6,2,3.2592592
11123518,1,0,53,5,0,100,29,,1,1,20,1,1,1,1,0,0,0,1,0,23,0,0,0,,1,93,19,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,18,.16666667,2.5999999,0,2.637037,0,2.2066667,0,.1932949,0,.13427573,2,2.7333333,2.4814816
11123519,1,0,46,6,1,90,24,30,0,0,30,1,1,1,1,0,0,1,0,1,23,0,1,0,,1,93,19,5,.2,.40000001,.5,.2,0,0,0,0,0,1,1,0,0,1,0,12,.083333336,5,0,2.9876542,0,2.1555555,0,.12563321,0,.1684355,0,1.8,3.1111112
11123520,1,0,49,4,1,30,19,,1,1,0,1,1,1,0,1,0,0,1,0,21,0,1,0,0,0,93,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11123521,1,1,56,5,2,100,9.199999999999999,,1,1,50,1,1,1,0,0,0,0,1,.2,21,0,1,1,0,0,93,19,5,0,.40000001,0,.40000001,.5,0,0,0,0,1,0,0,0,0,0,16,.125,1.75,0,2.6481481,0,2.2416668,0,.18008655,0,.10458791,2,3.3333333,2.4074075
11123522,1,0,44,3,3,60,15,,1,1,40,1,1,1,1,0,1,0,0,.40000001,23,1,1,1,,0,93,19,5,.2,.2,1,0,.80000001,0,0,0,0,1,1,0,0,1,0,14,.21428572,1.2,0,2.6666667,2.7407408,2.0999999,1.8666667,.15572746,.27862602,.18016753,6,2,2.7407408
11123524,1,1,58,6,1,60,10,,0,0,50,1,1,1,1,0,0,1,0,.80000001,23,0,1,0,,,93,19,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,17,.11764706,1.2,2,2.4814816,2.4444444,2.4066668,2.5333333,.20649548,.18233725,.21076952,4,2.5,2.4444444
11123525,1,1,49,4,2,40,15,,1,1,20,1,1,1,1,1,0,1,0,.40000001,23,1,1,1,,0,93,19,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,17,.05882353,2.25,0,2.8518519,0,2.05,0,.18184987,0,.11316134,1,3.3666666,2.6296296
11123526,1,1,61,5,1,100,3,,0,0,30,1,1,1,0,0,0,0,1,0,21,0,1,0,,0,93,19,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,0,5,0,2.7962961,0,2.2833333,0,.12933743,0,.084801599,3,2.4666667,2.9629629
11123528,1,1,36,2,2,20,4,,0,1,20,1,1,1,0,1,0,0,1,.40000001,21,.60000002,1,1,0,0,93,19,5,.2,.40000001,.5,.2,0,0,0,0,0,1,1,0,0,1,0,15,.2,1,0,2.5802469,0,1.9444444,0,.12491562,0,.088019818,2.75,2.4095237,2.6785715
11124033,1,1,39,4,2,30,5.9,50,0,0,50,1,1,0,0,0,0,0,1,.2,23,.39999998,1,1,0,1,216,44,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,17,.17647059,2.8,0,2.7818182,0,2.8086956,0,.022777123,0,.026342111,6,2.3913043,2.3636363
11124035,1,1,60,3,1,70,12,,1,1,40,1,1,0,1,0,0,0,1,.80000001,25,.60000002,1,0,,,216,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124036,1,1,73,10,0,100,6,30,0,0,50,1,1,0,1,1,0,0,1,.40000001,25,0,0,0,,1,216,44,5,.2,.60000002,.66666669,.40000004,.40000001,0,0,0,0,1,1,0,0,1,0,13,.07692308,5.6666665,0,2.4545455,0,2.289855,0,.027108474,0,.013940232,3,2.6956522,2.2727273
11124037,1,0,42,3,2,40,8,,0,1,20,1,1,0,0,0,0,0,1,0,23,0,1,1,0,0,216,44,5,0,.40000001,.5,.40000001,.2,0,0,0,0,1,0,0,0,0,0,13,.07692308,4.5999999,0,2.7727273,0,2.147826,0,.042222381,0,.028174499,2,2.5217392,2.6363637
11124038,1,0,41,5,0,70,23,,0,0,30,1,1,0,1,0,1,0,0,.2,25,0,0,0,,1,216,44,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,15,.13333334,4.1999998,4,2.9000001,3,2.1217391,2.2608695,.040517289,.01781664,.044061929,8,1.9130435,2.409091
11124039,1,0,45,2,1,100,10,30,0,1,20,1,1,0,0,0,0,0,1,.2,23,0,1,0,0,1,216,44,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,10,.2,5.4000001,0,2.7545455,0,2.1826086,0,.035522312,0,.079394668,0,1.8695652,2.7727273
11124040,1,1,48,4,3,50,14,5,0,0,50,1,1,0,1,0,0,0,1,.60000002,15,0,1,1,,1,216,44,5,.2,.60000002,.66666669,.40000004,.40000001,0,0,0,0,1,1,0,0,1,0,16,.0625,3,1,2.8272727,3.2272727,2.5130434,3.0434783,.033712521,.010711893,.037167192,4,2.173913,2.2727273
11124041,1,1,40,3,2,35,7.8,5,1,1,40,1,1,0,1,0,0,0,1,1,25,.39999998,1,1,,1,216,44,5,.80000001,.80000001,,0,1,0,0,0,0,1,0,0,1,1,.2,8,.375,3,1,3.2272727,4,3.5,4.695652,.019466203,.0012372819,.0092709651,3,3.7391305,3.0454545
11124042,1,0,38,4,1,100,30,,0,0,50,0,1,0,1,0,0,1,0,.60000002,25,0,1,0,,1,216,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,12,.25,5.3333335,0,2.469697,0,2.521739,0,.028056737,0,.018751396,2,2.9565217,2.5454545
11124043,1,1,50,1,0,90,7.2,30,0,1,20,1,1,0,0,1,0,0,1,.2,23,.39999998,0,0,0,1,216,44,5,.2,.40000001,.5,.2,.60000002,0,0,0,0,1,1,0,0,1,0,12,.083333336,4.3333335,0,2.8484848,0,2.4637682,0,.011547748,0,.01781664,4,2.2608695,3
11124045,1,0,54,3,2,,7.2,,0,0,30,1,1,0,1,0,0,0,1,.40000001,25,0,1,1,,0,216,44,5,0,.40000001,0,.40000001,.1,0,0,0,0,1,0,0,0,0,0,12,.16666667,4.4000001,0,2.6454546,0,2.1217391,0,.044556715,0,.037695125,5,2.3043478,2.4545455
11124047,1,0,59,3,1,100,6,20,0,1,20,1,1,0,0,0,0,0,1,0,23,0,1,0,0,1,216,44,5,.2,.60000002,.66666669,.40000004,.33333334,0,0,0,0,1,1,0,0,1,0,14,.14285715,4.5999999,4,2.6363637,3,2.1043477,2.2608695,.039251309,.01781664,.027314385,3,2.652174,2.5454545
11124048,1,1,70,3,0,40,5,50,0,0,50,1,1,0,1,1,0,1,0,.60000002,25,0,0,0,,1,216,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,11,.090909094,2.75,0,2.8181818,0,2.9565217,0,.0087625524,0,.0093627237,3,2.6086957,2.6363637
11124049,1,1,41,4,1,95,17,30,0,1,40,0,1,0,0,1,0,0,1,.80000001,23,0,1,0,0,1,216,44,5,.2,.40000001,1,.2,.40000001,0,0,0,0,1,1,0,0,1,0,10,.1,4.6666665,4,2.969697,3,2.347826,2.2608695,.014365721,.01781664,.010711893,1,3.0434783,3.2272727
11124050,1,0,73,7,1,40,5,,0,0,50,1,1,0,0,1,0,0,1,,23,.40000001,1,0,,,216,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124051,1,1,67,2,0,100,6.5,,0,1,20,1,1,0,0,0,0,0,1,.60000002,23,.39999998,0,0,0,0,216,44,5,.2,.60000002,0,.40000004,.1,0,0,0,0,1,1,0,0,1,0,14,.14285715,3.5,0,2.7386365,0,2.6304348,0,.01976987,0,.017288184,6,2.173913,2.5454545
11124053,1,0,54,8,2,,12,10,0,0,30,1,1,0,0,0,0,0,1,.2,23,0,1,1,0,1,216,44,4,.25,.75,.33333334,.5,.40000001,0,0,0,1,0,1,0,0,1,0,12,.083333336,3.6666667,0,2.8946645,0,2.8719807,0,.0086362464,0,.0047072461,3,2.9565217,3.3181818
11124055,1,1,54,7,1,70,12,,1,1,20,1,1,0,1,1,0,0,1,.60000002,25,.80000001,1,0,,,216,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124056,1,0,37,5,1,100,101,,0,0,10,1,1,0,0,0,0,0,1,.2,23,.60000002,1,0,0,1,216,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,.000628218,1,3.8333333,2.7749026
11124057,1,0,48,3,2,100,8.859999999999999,,0,1,0,1,1,0,1,1,1,0,0,.60000002,25,0,1,1,,0,216,44,5,.2,.60000002,.33333334,.40000004,.40000001,0,0,0,0,1,1,0,0,1,0,7,.14285715,4.5,0,2.931818,0,2.5652175,0,.010997714,0,.0079923375,4,2.6086957,3.3636363
11124058,1,0,50,4,1,40,7.6,10,0,0,50,1,1,0,0,0,0,0,1,.2,23,.39999998,1,0,0,1,216,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,12,.083333336,5.25,0,2.4431818,0,2.3913043,0,.03171264,0,.019167127,1,1,2.4347825
11124061,1,1,63,4,1,90,4.9,,0,1,20,1,1,0,1,1,0,0,1,.40000001,25,0,1,0,,0,216,44,4,0,.25,0,.25,.2,0,0,0,1,0,0,0,0,0,0,8,.125,4.6666665,0,2.8030303,0,2.0289855,0,.052273046,0,.034845401,7,2,3.2272727
11124062,1,1,37,5,2,70,10.9,,0,0,30,1,1,0,1,1,0,0,1,.60000002,25,0,1,1,,0,216,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,7,.14285715,5,0,2.8030303,0,1.9275362,0,.052767333,0,.033362538,6,2.3043478,3.2272727
11124064,1,1,47,4,1,50,6.8,,0,1,20,1,1,0,0,1,0,0,1,0,23,0,1,0,0,0,216,44,5,.2,.60000002,.33333334,.40000004,.2,0,0,0,0,1,1,0,0,1,0,18,.27777779,2,4,2.813241,3,2.2173913,2.2608695,.031412352,.01781664,.016768875,3.2083333,2.6995773,2.2083333
11124065,1,1,31,6,2,70,15,,0,0,50,1,1,0,1,1,0,0,1,.80000001,25,.2,1,1,,,216,44,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,13,.38461539,4.3333335,0,2.8484848,0,2.8115942,0,.0193522,0,.013766172,2,3.2608695,2.6363637
11124066,1,0,61,6,1,50,9,,1,0,40,1,1,0,1,0,0,1,0,.80000001,25,0,1,0,,0,216,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,8,.125,5,0,2.8030303,0,1.9275362,0,.052767333,0,.024642179,1,3.2608695,3.1363637
11124067,1,0,52,5,0,80,20,,0,0,50,1,1,0,1,1,0,1,0,.2,25,0,0,0,,1,216,44,5,.2,.60000002,.33333334,.40000004,.1,0,0,0,0,1,1,0,0,1,0,13,.07692308,4,0,2.5151515,0,2.5507247,0,.021006407,0,.0084103942,1,3.5652175,2.3181818
11124068,1,0,62,2,1,70,12,,1,1,20,1,1,0,0,1,0,0,1,,23,.80000001,1,0,,,216,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124071,1,0,60,3,1,100,9,,0,0,30,1,1,0,1,1,0,1,0,.2,25,0,1,0,,0,217,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,17,.11764706,4.1999998,0,2.9934344,0,.93391305,0,.061161324,0,.31087309,5,0,3.0277777
11124072,1,0,46,5,0,100,23,,0,1,20,1,1,0,1,1,0,0,1,0,25,0,0,0,,1,217,44,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,15,.26666668,6.75,8,2.9513888,3.6388888,.69999999,0,.18491586,.26741588,.17773923,2,0,4.25
11124074,1,0,67,6,1,,.47,,0,0,50,1,1,0,0,0,0,0,1,.2,25,0,1,0,0,1,217,44,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,9,.22222222,7,8,3.6527777,3.6388888,0,0,.24691391,.26741588,.065905116,3.8571429,3.8666666,4.4054055
11124075,1,1,63,2,1,70,12,,1,1,40,1,1,0,1,1,0,0,1,.60000002,25,.60000002,1,0,,,217,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124079,1,0,79,1,0,100,1.41,,0,0,50,1,1,0,1,0,0,1,0,1,25,0,0,0,,0,217,44,5,.60000002,.80000001,0,.19999999,.80000001,0,0,0,0,1,0,0,1,1,0,8,.375,5,8,3.9444444,3.6388888,0,0,.22257756,.26741588,.12243444,2,3.8666666,4.4444447
11124080,1,0,38,5,2,30,7,,0,1,20,1,1,0,1,0,0,0,1,.60000002,25,0,1,1,,0,217,44,5,.40000001,.40000001,0,0,.1,0,0,0,0,1,0,1,1,1,.2,13,.23076923,3.2,2,4.3000002,4.2361112,.77333331,1.9333333,.14015999,.22748218,0,8,2.8,0
11124081,1,0,48,5,0,40,8,,0,0,30,1,1,0,0,1,0,0,1,0,23,1,0,0,,0,217,44,5,.40000001,.40000001,0,0,.40000001,0,0,0,0,1,0,1,1,1,.2,17,.17647059,4.4000001,5,4.1999998,3.9861112,0,0,.12722668,.1951489,.24918927,3,3.8666666,4.2222223
11124082,1,0,37,4,2,40,8,,0,1,20,1,1,0,0,1,0,0,1,.2,23,0,1,1,0,0,217,44,5,.40000001,.40000001,0,0,.40000001,0,0,0,0,1,0,1,1,1,0,12,.25,5.1999998,5.5,3.2777777,3.9305556,1.3333333,1.9333333,.10332103,.25830257,.2057751,1,0,4.25
11124083,1,0,55,5,3,50,7,,0,0,50,1,1,0,0,0,0,0,1,.2,25,0,1,1,0,0,217,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,12,.16666667,4.5999999,0,3.0555556,0,.56,0,.11085057,0,.21079952,3.8571429,0,3.6486487
11124084,1,0,52,5,1,55,14,,0,1,40,1,1,0,1,1,0,0,1,.60000002,25,0,1,0,,0,217,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,13,.23076923,5.8000002,0,3.2333333,0,.56,0,.14312546,0,0,0,0,4.25
11124085,1,0,53,4,1,60,10,,0,0,50,1,1,0,0,0,0,0,1,0,23,.40000001,1,0,,,217,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124086,1,0,48,5,1,80,18,,1,1,20,1,1,0,0,0,0,0,1,,23,.80000001,1,0,,,217,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124087,1,0,58,3,1,100,4.9,20,0,0,30,1,1,0,1,1,0,0,1,1,25,0,1,0,,1,217,44,4,.25,.5,0,.25,.40000001,0,0,0,1,0,1,0,0,1,0,10,.5,5,8,4.041667,3.6388888,1.9333333,0,.19492516,.26741588,.2458356,5,0,4.5
11124088,1,0,47,4,2,40,6.35,,1,1,0,1,1,0,1,1,0,1,0,.60000002,25,0,1,1,,0,217,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,12,.25,3.75,0,3.0902777,0,.69999999,0,.13063508,0,0,7,0,4.2777777
11124089,1,0,55,2,1,100,10,,0,0,50,1,1,0,0,1,0,0,1,.80000001,23,0,1,0,1,0,217,44,5,.40000001,.40000001,0,0,0,0,0,0,0,1,0,1,1,1,.40000001,14,.14285715,4,2.5,3.8125,4.2777777,.96666664,1.9333333,.22733906,.1860356,.26741588,8,0,3.6388888
11124090,1,1,54,5,1,100,40,,0,1,40,1,1,0,1,0,1,0,0,.60000002,25,.19999999,1,0,,1,217,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,12,.25,2.25,0,3.8333335,0,.96666664,0,.17750305,0,.22641195,6,0,3.6666667
11124091,1,0,53,5,1,60,10,,0,0,50,0,1,0,0,1,0,0,1,0,23,0,1,0,0,0,217,44,5,.40000001,.40000001,0,0,.80000001,0,0,0,0,1,0,1,1,1,.2,11,.18181819,5.3333335,8,3.8518519,3.6388888,0,0,.22385569,.26741588,.12288193,2,0,4.3333335
11124093,1,0,46,4,4,80,18,,1,1,20,1,1,0,0,1,0,0,1,,23,.80000001,1,1,,,217,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124095,1,0,50,4,1,100,4.4,,0,0,30,0,1,0,0,0,0,0,1,.2,25,0,1,0,0,0,217,44,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,12,.25,4.8000002,8,2.9277778,3.6388888,.56,0,.16433375,.26741588,.2767047,2,0,3.6111112
11124096,1,1,46,4,1,80,18,,1,1,20,1,1,0,1,0,0,0,1,.80000001,25,.80000001,1,0,,,217,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124097,1,0,42,4,0,100,17,,1,1,0,0,1,0,1,1,1,0,0,.2,25,0,0,0,,1,217,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.2,5,0,2.8888888,0,.69999999,0,.077718273,0,.24337974,3,0,3.7222223
11124137,1,1,61,9,1,75,24.9,,0,1,40,1,1,0,0,0,0,0,1,.60000002,21,.39999998,1,0,0,1,219,44,5,.2,.2,1,0,0,0,0,0,0,1,1,0,0,1,0,9,0,4.5,3,2.7941177,3,2.0625,2.3125,.24542443,.18502846,.26657343,5,1.875,3.1176472
11124138,1,1,46,4,4,30,8.56,,0,0,0,1,1,0,0,1,0,0,1,.80000001,21,1,1,1,0,0,219,44,5,.40000001,.40000001,1,0,.2,0,0,0,0,1,0,1,1,1,0,18,.055555556,4.5,3.5,2.5882354,2.7058823,2.015625,2.1875,.24487573,.20216087,.29328331,4,2.3125,2
11124140,1,1,49,5,2,15,5.8,50,1,1,20,0,1,0,1,0,0,1,0,.2,25,.60000002,1,1,,1,219,44,5,.2,.2,1,0,.80000001,0,0,0,0,1,1,0,0,1,0,14,.21428572,4.25,4,2.3235295,2,1.96875,2.3125,.27037016,.29328331,.22575858,2,2.5,2.2941177
11124145,1,1,59,3,2,30,15,20,0,0,30,1,1,0,1,0,1,0,0,.60000002,25,0,1,1,,1,219,44,5,.2,.40000001,1,.2,.70000005,0,0,0,0,1,1,0,0,1,0,10,.30000001,3.6666667,4,2.4313726,2,2.1666667,2.3125,.27349967,.29328331,.2487985,3,1.9375,2.4705882
11124146,1,0,61,5,3,35,6.6,,0,1,20,1,1,0,1,1,1,0,0,.60000002,25,0,1,1,,0,219,44,5,0,.40000001,1,.40000001,.2,0,0,0,0,1,0,0,0,0,0,16,.125,4,0,2.0735295,0,2.265625,0,.25945616,0,.21472178,3,2.4375,2
11124147,1,1,56,6,2,70,6.2,,0,0,50,1,1,0,0,0,0,0,1,.2,21,0,1,1,0,0,219,44,5,.2,.2,1,0,.40000001,0,0,0,0,1,1,0,0,1,0,14,.071428575,3.25,4,2.2647059,2.4117646,2.09375,2.0625,.23340748,.21929328,.29931733,6,1.75,2
11124150,1,1,41,3,1,100,3,,1,1,40,1,1,0,0,1,0,0,1,0,21,0,1,0,,0,219,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,8,.125,4,0,2.4411764,0,2.15625,0,.26578951,0,.18502846,3,2.3125,3
11124151,1,1,40,6,3,50,9,,1,1,0,1,1,0,1,1,0,0,1,1,25,1,1,1,,0,219,44,5,.2,.60000002,1,.40000004,.53333336,0,0,0,0,1,1,0,0,1,0,12,.16666667,5.25,4,2.3676472,2,1.921875,2.3125,.29384726,.29328331,.26064226,2,2.3125,2.1764705
11124152,1,1,59,6,2,30,8.699999999999999,,0,1,20,1,1,0,0,1,0,0,1,.40000001,21,0,1,1,0,0,219,44,5,0,.2,1,.2,.60000002,0,0,0,0,1,0,0,0,0,0,9,.22222222,3.6666667,0,2.5490196,0,2.25,0,.22420725,0,.21929328,4,2.0625,2.4117646
11124153,1,0,52,7,1,60,12.5,,0,0,30,1,1,0,1,1,0,0,1,.40000001,25,.19999999,1,0,,0,219,44,5,0,.2,1,.2,.60000002,0,0,0,0,1,0,0,0,0,0,14,.14285715,5.5,0,2.6029413,0,1.828125,0,.2894924,0,.31621504,6,1.75,2.3529413
11124154,1,0,53,3,1,90,4,,0,1,5,1,1,0,0,1,0,0,1,.2,21,0,1,0,1,0,219,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,9,.11111111,4.5,0,2,0,2.09375,0,.25701955,0,.1180267,1,2.6875,2.4705882
11124155,1,1,50,4,2,,9,5,1,1,50,1,1,0,1,1,0,1,0,.60000002,25,0,1,1,,1,219,44,5,.2,.40000001,1,.2,.5,0,0,0,0,1,1,0,0,1,0,15,.2,3.5,4,2.1617646,2,2.390625,2.3125,.25639737,.29328331,.23195975,2,2.5625,1.9411764
11124156,1,0,47,5,2,60,6.3,,0,1,40,1,1,0,1,1,0,0,1,.40000001,25,.19999999,1,1,,0,219,44,5,0,.40000001,1,.40000001,.40000001,0,0,0,0,1,0,0,0,0,0,12,.16666667,5.75,0,2.5147059,0,1.796875,0,.29698154,0,.23357841,4,1.8125,2.2352941
11124157,1,0,47,3,1,40,13,,1,1,50,1,1,0,1,0,0,0,1,.2,25,.39999998,1,0,,0,219,44,5,.40000001,.40000001,1,0,.2,0,0,0,0,1,0,1,1,1,.2,14,.071428575,4,3.5,2.5,2.7058823,2.015625,2.1875,.22681522,.20216087,.13668756,1,3,2.1764705
11124160,1,0,58,5,1,40,7.2,10,0,1,20,1,1,0,1,0,0,0,1,.60000002,25,0,1,0,,1,219,44,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,13,.07692308,3.3333333,1,2.1568627,2.4705882,2.2916667,2.6875,.21068861,.1180267,.26936075,5,1.875,2.3529413
11124161,1,1,40,4,1,100,6.3,,0,0,30,0,1,0,1,1,0,0,1,.40000001,25,0,1,0,,0,219,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.1,3.75,0,2.3088236,0,1.953125,0,.26480857,0,.30582041,6,1.8125,2.5882354
11124163,1,1,70,7,2,60,10,,1,1,20,1,1,0,0,0,0,0,1,.2,25,.39999998,1,1,0,0,219,44,5,.2,.60000002,1,.40000004,.26666668,0,0,0,0,1,1,0,0,1,0,17,.11764706,3.8,4,2.2186852,2.4117646,2.3897059,2.0625,.20627372,.21929328,.19033255,2,3,2
11124165,1,1,48,5,2,60,9.800000000000001,30,1,1,50,1,1,0,0,0,0,0,1,.2,21,0,1,1,0,1,219,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,.028675431,1,3.8235295,2.3287196
11124187,1,1,47,5,2,100,25,,1,1,100,1,1,1,1,1,0,0,1,.60000002,25,1,1,1,,1,220,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,10,.1,5,0,3.1785715,0,3.1149426,0,.16084154,0,.065490484,2,3.275862,3.4285715
11124188,1,1,71,5,0,100,6,,0,0,5,0,1,1,0,1,0,0,1,.60000002,23,0,0,0,1,0,220,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,11,.090909094,5,0,3.1785715,0,3.1149426,0,.16084154,0,.065490484,3.6551723,2.9274673,3.3793104
11124189,1,1,63,7,0,70,12,,1,1,20,1,0,1,1,0,0,1,0,.60000002,25,.80000001,0,0,,,220,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124190,1,1,44,4,1,70,15,30,1,1,30,0,1,1,0,0,0,0,1,.2,23,0,1,0,0,1,220,44,5,.2,.60000002,.66666669,.40000004,.53333336,0,0,0,0,1,1,0,0,1,0,15,.13333334,4.4000001,3,2.7071428,2.5357144,2.4344828,3.2068965,.17703998,.21404868,.24256697,6,2.8275862,2.6428571
11124191,1,1,39,5,2,80,14,20,0,1,20,1,1,1,1,1,0,0,1,.2,25,.60000002,1,1,,1,220,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,10,.1,5,0,3.1785715,0,2.816092,0,.15823273,0,.16664073,7,2.3448277,3.4642856
11124192,1,0,54,4,0,100,30,30,0,0,50,1,1,1,1,0,0,0,1,.2,25,0,0,0,,1,220,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,10,.1,5,0,3.1785715,0,2.816092,0,.15823273,0,.073316932,2,4.1724138,3.4285715
11124196,1,1,45,4,1,100,10,,0,1,40,0,1,1,0,1,0,0,1,0,23,0,1,0,,0,220,44,5,.2,.60000002,.33333334,.40000004,.26666668,0,0,0,0,1,1,0,0,1,.2,16,.125,4.1999998,2,2.7071428,2.5357144,2.3172414,2.6206896,.16047548,.13122617,.1898095,2,3.3103449,2.5714285
11124197,1,0,77,2,1,100,1.8,,0,0,50,1,1,1,1,0,0,1,0,1,25,0,1,0,,0,220,44,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,18,.16666667,3,0,3,0,3.3706896,0,.14647037,0,.12943079,2,3.3448277,2.4285715
11124198,1,1,48,4,2,80,18,,1,1,20,1,1,1,1,1,1,0,0,.80000001,25,.80000001,1,1,,,220,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124199,1,1,42,4,2,60,11,20,1,1,30,1,1,1,1,1,0,0,1,.60000002,25,0,1,1,,1,220,44,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,12,.083333336,2.6666667,0,2.5952382,0,3.3678162,0,.16195038,0,.12861721,3,3.3448277,2.6071429
11124200,1,0,44,6,1,70,6.9,,1,1,20,0,1,1,0,1,0,0,1,0,23,0,1,0,1,0,220,44,5,.2,.60000002,.66666669,.40000004,.33333334,0,0,0,0,1,1,0,0,1,.2,13,0,3.25,2,2.6696429,2.5714285,2.4568965,3.3103449,.13559648,.1898095,.13122617,2,2.6206896,2.5357144
11124202,1,1,62,6,2,70,20,20,0,0,50,1,1,1,0,1,0,0,1,.80000001,23,.39999998,1,1,0,1,220,44,5,0,.40000001,1,.40000001,.30000001,0,0,0,0,1,0,0,0,0,0,16,.0625,3.5,0,2.4910715,0,2.6206896,0,.1633587,0,.21404868,3,3.2068965,2.5357144
11124203,1,1,61,5,1,50,12,70,1,1,40,1,1,1,1,1,0,0,1,.2,25,.19999999,1,0,,1,220,44,5,.2,.60000002,1,.40000004,.46666667,0,0,0,0,1,1,0,0,1,0,15,.2,3.4000001,3,2.45,2.5357144,2.8,3.2068965,.18210167,.21404868,.25660828,4,3.4827585,2.4642856
11124204,1,1,47,5,1,85,19,,0,0,30,1,1,1,1,1,0,1,0,.60000002,25,0,1,0,,1,220,44,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,21,.095238097,3.8,0,2.8214285,0,2.6344829,0,.13755265,0,.24773316,3,2.9310346,2.1428571
